review_id,review_score,review_comment_message,clean_review,sentiment
3adc0ca965b320553d496273267876de,1,"Não dar a Informação do produtos corretamente, o produto mais de duas semana na nota fiscal, e eu fiquei esperando anciosamente",nao dar informacao produtos corretamente produto duas semana nota fiscal fiquei esperando anciosamente,0
8758550b654c71f147357e90a12f8867,1,"A carteira é linda, porém é muito grande e for a do padrão das carteiras tradicionais.",carteira linda porem grande padrao carteiras tradicionais,0
f6bc2b7fb670edc173862b9d84fd12c5,2,Produto chegou com um pequeno defeito.,produto chegou pequeno defeito,0
32dce92bb1e4bb4bb6933cfdc5666727,5,"Entrega super rápida e produto de ótima qualidade.
",entrega super rapida produto otima qualidade,1
6d204f3562cafa88f921537cf157f5fd,5,OK!,ok,1
ca12c8a8f91388ea4ef50ddc7af1a1c2,4,Ótimo Produto tudo de acordo com o anuncio e a entrega foi muito rápida estou muito satisfeito,otimo produto tudo acordo anuncio entrega rapida satisfeito,1
1378bd46e481b43ee67297ef57716623,1,Adquiri duas unidades do produto e apenas uma chegou. E nao tenho noticia da outra. ,adquiri duas unidades produto apenas chegou nao noticia outra,0
0f79d05122ef0b177fa577ac079c8d54,1,"Olha a cola que me mandaram não cola o produto odiei 
Gostaria de saber o nome da cola que usa para colar essa porcaria ",olha cola mandaram nao cola produto odiei gostaria saber nome cola usa colar porcaria,0
ec84dc49076fde7da266a85fba27b4e4,1,Como faço pra conferir aonde está meu produto?,faco pra conferir aonde produto,0
8e921186b4a79463f2102bdc9b807af9,5,"ótimo, fiquei muito satisfeito, obrigado",otimo fiquei satisfeito obrigado,1
4a96759784e9f1085af081331a9c3022,1,Pedi duas cadeiras e foi entregue apenas uma!!!!,pedi duas cadeiras entregue apenas,0
41d35526d3891eb684c6690aa1c85484,2,O produto entregue não correspondeu ao comprado,produto entregue nao correspondeu comprado,0
c0ea8675636ac591666a0c6298a2b5da,1,"demora na entrega do produto
",demora entrega produto,0
7a3bf448e5d7a369ff150252ccecc0bc,1,"Até o momento não recebi a encomenda, iria dá de presente e o aniversário foi ontem. Muito chateada.",ate momento nao recebi encomenda iria presente aniversario ontem chateada,0
c931b10d00040366429d6f35406a9c1a,4,"Produto dentro do esperado. Entrega rápida, antes do prazo.",produto dentro esperado entrega rapida antes prazo,1
549124d0f55aaf708859c251a494026a,5,obrigando,obrigando,1
8916d07c77cdcde51cee62418954d2d8,1,Eu não recebi o quadro da turma do Chaves. ,nao recebi quadro turma chaves,0
2eeb04fcf7e522816748539bb7a0e025,4,"Produto conforme o descrito e a foto, porém entregue fora do prazo estipulado por problemas no correio ",produto conforme descrito foto porem entregue prazo estipulado problemas correio,1
9548b7c48a839204d7f2047da2a9ae25,1,Minha compra venho incompleta. Tá faltando o chicote. Tento liga e só tem gravação não consigo falar com atendente.,compra venho incompleta ta faltando chicote tento liga so gravacao nao consigo falar atendente,0
d10e2fe195e6aa9cf708c6ee34ffaf44,4,"Qualidade razoável, vale o preço.",qualidade razoavel vale preco,1
627789e741d234f5effaf419f7d983f3,2,"eu recebi e fiquei com a mercadoria porque estava precisando muito mas acho que me mandaram errado, na foto quando comprei mostrava 2 lugares sapateira e prateleira mas veio faltando, ",recebi fiquei mercadoria porque precisando acho mandaram errado foto comprei mostrava lugares sapateira prateleira veio faltando,0
b239225e679e2073fcbb1d6e31f3410f,5,Não tive problemas. ,nao problemas,1
3d7d69b1355ccd1e8d95c99069c7d8fd,5,material de qualidade e fácil de instalar.,material qualidade facil instalar,1
4a93de6c66dee67442f7cbd44428f399,1,"Parceiro ruim e metodologia da lannister péssimo. Já tem quase um mês que recebi o produto errado, tive de comprar novamente e as Lojas lannister não tomam nenhuma atitude, só ficam enviando pesquis",parceiro ruim metodologia lannister pessimo ja quase mes recebi produto errado comprar novamente lojas lannister nao tomam nenhuma atitude so ficam enviando pesquis,0
bae2f96456e8a35dc36bd4ef23fc5fa4,1,"Quero saber quando receberei o produto comprado? Da última vez que olhei nos Correios, ele tinha sido enviado para a região Sul, sendo que eu moro em Salvador! ",quero saber receberei produto comprado ultima vez olhei correios sido enviado regiao sul sendo moro salvador,0
ae8d63d11885edf8dd5ba9c6a1d71da5,5,Produto lindo! A entrega veio com 14 dias de antecedência...super recomendo! ,produto lindo entrega veio dias antecedencia super recomendo,1
5aacf1b33bd3024509e32d3438469039,5,Muito bom. Compra tranquila.,bom compra tranquila,1
0c99dce4265ddf38458ded74b133528b,5,"Muito bom, confiável,nos deixa seguro quanto a compra e nos fornece informações sobre o produto e seu destino até chegar ao consumidor.",bom confiavel deixa seguro quanto compra fornece informacoes sobre produto destino ate chegar consumidor,1
84cb7c6a1dc40d5f7694aa6b147a4eba,5,Ótimo produto entrega antes do prazo tudo ok ,otimo produto entrega antes prazo tudo ok,1
f37f5e8a661a4f8ef464b7b0207675a3,1,"nao recebi o produto e estou com problema para receber o dinheiro de volta

",nao recebi produto problema receber dinheiro volta,0
d0517d82a887cfa4d60bbd1790ec563b,1,"Fiz a compra de 2 conjuntos, e apesar de constar na nota fiscal os 2, somente 1 conjunto foi enviado no pacote. Quero meu outro conjunto. ",fiz compra conjuntos apesar constar nota fiscal somente conjunto enviado pacote quero outro conjunto,0
4afaedad28ad2d549b9d2078736c6aeb,1,"Sempre comprei na lannister e não tive problemas,mas dessa vez não recebi o produto.",sempre comprei lannister nao problemas dessa vez nao recebi produto,0
9cf30ad0b8fd44a8d6f9acb8b5a43dcb,5,"O produto foi entregue de forma, e a condição do é impecável. É possível notar o carinho que eles fizeram a almofada pela costura perfeita e o cheirinho de bebe. Minha sobrinha vai amar. ",produto entregue forma condicao impecavel possivel notar carinho fizeram almofada costura perfeita cheirinho bebe sobrinha vai amar,1
e4167ecc12ef8a793e871160dd6a5eeb,1,Pedido feito para São Paulo e foi despachado para Campinas. Não foram capazes de entregar no local correto.,pedido feito sao paulo despachado campinas nao capazes entregar local correto,0
ee23ccfe2e166f39d451bcf7db97839d,5,"Demorou um pouco, mas dentro do prazo.",demorou pouco dentro prazo,1
5650fa5fd147e6c040ad74567521a340,1,Não recebi o produto e foi debitado em meu cartão ,nao recebi produto debitado cartao,0
5fa259ab1b13ae04ee7364ab584c5d3f,5,"O produto foi entregue antes do prazo, pelos Correios, com segurança e acesso fácil a todo o processo.",produto entregue antes prazo correios seguranca acesso facil todo processo,1
7350f4db1ec22880713ff7c247d8bd65,1,"Não recebi o meu produto e ao enviar um pedido de suporte, não fui respondido dentro do prazo",nao recebi produto enviar pedido suporte nao respondido dentro prazo,0
3d6ea11ad8574185494a2293d432d91c,5,Ótima compra e produto!,otima compra produto,1
f8b4a1effd5b4f98a79b0632807769ba,1,Comprei 2 produtos entregaram apenas 1,comprei produtos entregaram apenas,0
26c4f5c4afe6aa8f0573f4c0b5b4610c,1,já tem mais de um mês que efetuei a compra e ainda o produto não chegou,ja mes efetuei compra ainda produto nao chegou,0
8fec8e6087ea94da0e0c945a92c8ae32,5,Muito bom entrega antes do prazo e as melhores opções do mercado! ,bom entrega antes prazo melhores opcoes mercado,1
3e1d5d2bc8bf5a5276b3be0104abd413,2,Só me enviou um produto de dois comprados no mesmo pedido ...,so enviou produto dois comprados pedido,0
92135f15fd661296f9cfe6c0157a6caa,1,Não entregou e não entrou em contato,nao entregou nao entrou contato,0
e34be04aa616fa96044271b98fd97486,4,gostei muito sempre vou comprar nesta loja,gostei sempre vou comprar nesta loja,1
c7bd0c887b58d3d632220971ebd558a6,1,Apenas no dia que deveria receber a mercadoria fiquei sabendo que não seria enviada por motivos de defeito e não teriam a reposição do mesmo produto.,apenas dia deveria receber mercadoria fiquei sabendo nao enviada motivos defeito nao reposicao produto,0
955cfb047b041f20d0de66b926bffd5b,5,veio bem antes do prazo previsto.ótimo atendimento. recomendo,veio bem antes prazo previsto otimo atendimento recomendo,1
5d7b837a90ddaea3a74bae691f5bd11c,4,Produto com preço justo e exatamente igual a imagem.,produto preco justo exatamente igual imagem,1
fb52271a186f3172a17ab52e0b87c84a,5,PRODUTO ENTREGUE ANTES DO PRAZO.,produto entregue antes prazo,1
507c92e41ca449443c0fbc01009d37b1,1,"Um absurdo!Sempre comprei no site das lannister...nunca tive problema,mais essa última compra está fazendo vergonha...apesar de dar um prazo enorme para entrega q foi quase dois meses ainda não chega",absurdo sempre comprei site lannister nunca problema ultima compra fazendo vergonha apesar dar prazo enorme entrega quase dois meses ainda nao chega,0
369d913ee65322eb250cdd2b8c5eab20,5,"EXCELENTE PRODUTO, ENTEGUE NO PRAZO ESTIPULADO E ÓTIMA QUALIDADE",excelente produto entegue prazo estipulado otima qualidade,1
6a0969d0769d2f3ff6438809a1cc455e,5,"Ocorreu tudo como contratado sendo a entrega realizada antes do prazo 
 Estou satisfeita
",ocorreu tudo contratado sendo entrega realizada antes prazo satisfeita,1
21fac97f0bd8b74d847fab73052a2ec2,5,Chegou antes do prazo um produto muito bom,chegou antes prazo produto bom,1
19de8a2ae12fc1763c7eea95c3289d95,1,Estou aguardando uma resposta das lojas lannister sobre a compra que fiz e não recebi ,aguardando resposta lojas lannister sobre compra fiz nao recebi,0
d4256716da795c8b5dca30dccf18d6f9,1,Não recomendo a ninguém a empresa pois até agora não receber meu produto . ,nao recomendo ninguem empresa pois ate agora nao receber produto,0
51e624c45c030e64e80523f1bad027f2,4,Produto muito bom eu compraria de nova e também recomendaria outra pessoas muito obrigado ,produto bom compraria nova tambem recomendaria outra pessoas obrigado,1
e1710824188d5e9107ad411c7fd12d43,1,Ainda estou aguardando o meu produto....ainda não chegou,ainda aguardando produto ainda nao chegou,0
948fce74511120c2a59a943096c348b3,1,COMPRA REALIZADA DIA 26/01/2018 E HOJE 26/02/2018 PRUDUTO NAO ENTREGUE,compra realizada dia hoje pruduto nao entregue,0
1128b79ac2dd1fd1571b7fdca5d9bc48,4,"Produto bom, pelo preço.",produto bom preco,1
d95962b1b4c23be31196b750630d00d6,1,Por enquanto insatisfeita.,enquanto insatisfeita,0
836a41c50851fb032a08ee139d8346d4,5,Gostei muito. Excelente produto. Entre antes do prazo estipulado. ,gostei excelente produto antes prazo estipulado,1
222b1ef8cd0dcded5cc026b62f4a8fb5,1,"Meu produto estava previsto para chegar no dia 04/05, hoje já é dia 07 e não obteve nenhuma resposta. ",produto previsto chegar dia hoje ja dia nao obteve nenhuma resposta,0
7eca175988f42a03c48acc57106fb52d,5,Compra tranqüila e rápida.,compra tranquila rapida,1
da3dd52bc21a6eba22325b1697d3cca6,1,Nao recebi o produto. Péssima empresa nao recomendo.,nao recebi produto pessima empresa nao recomendo,0
69aba82ad9ad23480d81fd1ab6b62f86,1,Não recebi meu produto até hoje é era um presente de casamento.,nao recebi produto ate hoje presente casamento,0
eff01a49ba2f45aa1e90871a9058781c,5,"Gostei muito de comprar neste site.
Rapidez e eficiência ",gostei comprar neste site rapidez eficiencia,1
2dc2e2a9d960fa7d164b6976425b8d4c,2,Eu não recebi a chupeta ,nao recebi chupeta,0
c5b12472234af44d20c81e9625448bb2,1,"Comprei 2 pendentes e tiver que ir buscar no correios , quando olha em casa tinha so 1 e outro cade?? Alem de eu paga o frete tenho ir longe buscar no correio , estou esperando resposta sobre o outro.",comprei pendentes ir buscar correios olha casa so outro cade alem paga frete ir longe buscar correio esperando resposta sobre outro,0
0e9081da739af6bd557feeb6fb5309d3,5,"Os produtos vieram corretamente e entregues muito antes do prazo, chegou tudo bem embalado e sem nenhum arranhão ",produtos vieram corretamente entregues antes prazo chegou tudo bem embalado nenhum arranhao,1
673d90c942a8486a0f2f734cfcc7a384,1,Cartucho porcaria.,cartucho porcaria,0
46949fe67c99678c851e7d0612138edf,1,Produto não entregue e site não disponibiliza 0800 para ligar pedindo estorno ,produto nao entregue site nao disponibiliza ligar pedindo estorno,0
1b4fbab18e1760970c6b088888b5c301,1,"Bom quanto ao produto nao posso opinar Porque ainda não o recebi, comprei para dar de presente mas ja estou me arrependendo. targaryeni parceiro lannister não recomendo 1 estrela porque nao pode se menos",bom quanto produto nao posso opinar porque ainda nao recebi comprei dar presente ja arrependendo targaryeni parceiro lannister nao recomendo estrela porque nao pode menos,0
0e2d8346a3c5dfe4848b19bf140c251d,1,Não gostei muito ruim não compro mais nessa loja.,nao gostei ruim nao compro nessa loja,0
5c5db0f9f48b241735ad61d2ed1f12b5,2,Está demorando a chegar o meu produto !!!,demorando chegar produto,0
58b182e3b02083fa07ff52bd4eb6c2f8,4,"que legal, recebi o produto bem antes do prazo, o tecido foi o informado mesmo, estampa legal mas só precisa ser com mais qualidade.. mas atendeu o esperado",legal recebi produto bem antes prazo tecido informado estampa legal so precisa qualidade atendeu esperado,1
bf181318fe69d9dd4c17ae6282303748,1,"Nao gostei do boneco, achei que era original, mal pintado e tudo borrado, pessima qualidade.",nao gostei boneco achei original mal pintado tudo borrado pessima qualidade,0
35385a497b3eb7936ff743dbdef43625,5,"Só fico muito triste por não ter o cartão da loja, pois eu compro e recomendo as minhas amigas comprar também ",so fico triste nao ter cartao loja pois compro recomendo amigas comprar tambem,1
e92a7d9a61e0917d2cb4b619a7212a9c,5,"Produto bom, veio super ráprido.",produto bom veio super raprido,1
1bf2b9a92e76901b24965acd9cf95e66,1,Muita demora na entrega. ,muita demora entrega,0
341d999499673f0785cd220a5e617cc3,5,"Produto chegou antes do prazo, conforme solicitado e em perfeita condição. Ótima negociação e compra. Recomendo a compra do produto.",produto chegou antes prazo conforme solicitado perfeita condicao otima negociacao compra recomendo compra produto,1
b7113dd0e2d78074dd3d6db389d22ce3,1,O produto não foi entregue até o momento. Estou insegura quanto ao recebimento,produto nao entregue ate momento insegura quanto recebimento,0
3c0d6d013cc905f23fd9aa46b1f76bf6,4,"Penso que o envio poderia ser mais barato se fosse em contato junto. Ex. Comprei 3 unidades que poderiam vir numa mesma embalagem.

",penso envio poderia barato contato junto ex comprei unidades poderiam vir mesma embalagem,1
df3619b5ba66c4bfbc8ab2f5b516ca02,1,O produto veio faltando.. Comprei 2 unidade veio só uma e agora?,produto veio faltando comprei unidade veio so agora,0
a398587c7f4146f3f6ebb8a1ed0b1162,1,"Vieram apenas 6 livrinhos e não 18 como consta no anúncio. Quando liguei na loja me informaram que cada livrinho tem 3 edições, ou seja, cada livrinho sai por 23 reais. Me senti enganada.",vieram apenas livrinhos nao consta anuncio liguei loja informaram cada livrinho edicoes cada livrinho sai reais senti enganada,0
9aedfd5f31bf00332bfe3f104c42e5be,5,"Sempre obtive ótimos resultados, nas compras efetuadas através desse Site.",sempre obtive otimos resultados compras efetuadas atraves desse site,1
472617f9b63e8be5de09ff8e9e9f22a8,5,"Veio antes do prazo, super recomendo.",veio antes prazo super recomendo,1
4e0cc78743d6e29ec3846f834ac3395f,5,entrega no prazo e gostei muito do produto,entrega prazo gostei produto,1
1f9abf59f4b7b1ccfcb945f669ffad9a,1,o produto veio quebrado,produto veio quebrado,0
28da0052694d235218e84bca4aa6cd68,1,Foi entregue o deepcool n17 laranja e não o deepcool n1 laranja,entregue deepcool laranja nao deepcool laranja,0
053026d240489904b8fbd48800a38247,5,"Produto excelente e lindo eu amei, chegou muito antes do prazo!!! ",produto excelente lindo amei chegou antes prazo,1
b16b4679ce4db199d3ef1f142ca04825,1,O objeto é caso plantar com plantas de polietileno decorativos... Mas não vem a planta,objeto caso plantar plantas polietileno decorativos nao vem planta,0
bccfe9822ce399b45172ffb05a993dae,1,Produto não foi entreguem está em atraso e nenhuma satisfação quanto ao ocorrido.,produto nao entreguem atraso nenhuma satisfacao quanto ocorrido,0
ae79c52c9298fe3caa467e4e6beb8bd7,1,"Não recebi toda a mercadoria, comprei dois cartuchos de tinta hp e só recebi um. Ninguém não dá nem um sinal para resolver o problema. Estou vendo que vou ter que entrar na justiça e processar a loja.",nao recebi toda mercadoria comprei dois cartuchos tinta hp so recebi ninguem nao sinal resolver problema vendo vou ter entrar justica processar loja,0
1ef2693a9312231ebbe8cabf00e7b0d8,5,Sempre entregando antes do prazo. Obrigado,sempre entregando antes prazo obrigado,1
a9d692f6a6d5a37d603d4e5cd8d1a58f,5,Adoro comprar nas lannister,adoro comprar lannister,1
ff21d9d0b039135bba78b4407c8cc109,5,"Excelente produto! Só que comprei king e mandaram Queem. Vou ter que devolver, uma pena. Queria pra logo !",excelente produto so comprei king mandaram queem vou ter devolver pena queria pra logo,1
e4080d090432d5381db06ebd7b3cd78b,2,O problema foi que chegou após o prazo,problema chegou apos prazo,0
08a86da22498172adb6cefaa99fdfaf7,1,Prazo de entrega gigante e mesmo assim conseguiram atrasar a entrega.,prazo entrega gigante assim conseguiram atrasar entrega,0
270d7699688950483ee22a99f2f0b0b4,1,"BOA TARDE, EU COMPREI OS PINCÉIS E ELES NÃO CHEGARAM JÁ TEM MAS DE UM MES, E NADA O PRAZO DE ENTREGA ERA PRA 15 DIAS UTEIS ",boa tarde comprei pinceis nao chegaram ja mes nada prazo entrega pra dias uteis,0
a36ae1ce75318daff3ec9d9300aa0ecf,1,"Não recebi o produto, pedi pra reenviar e demoraram pra fazer o processo e me dar um retorno. Acabei desistindo e cancelando o pedido..",nao recebi produto pedi pra reenviar demoraram pra fazer processo dar retorno acabei desistindo cancelando pedido,0
3bc40d54515b0f128ea72832a7d7a42d,5,foi tudo normal beleza ,tudo normal beleza,1
6d37eb645f46d37141215fa503053152,1,"Recebi produto da mesma linha comprada, porém a gramatura e descrição não conferem com produto comprado.",recebi produto mesma linha comprada porem gramatura descricao nao conferem produto comprado,0
fe86b6e6e75cec1a8e01c82493785ff6,1,"Além do produto ser réblica de acabamento grosseiro, feito com o pino da catraca solto.
E estou tentando efetuar a devolução mas a lannister não está me dando esse suporte.
",alem produto reblica acabamento grosseiro feito pino catraca solto tentando efetuar devolucao lannister nao dando suporte,0
377566325dfbac1117791903a7a45167,4,"Relógio bonito, design moderno e resistente.
Apenas o ponteiro de temperatura não veio funcionando.",relogio bonito design moderno resistente apenas ponteiro temperatura nao veio funcionando,1
39230ba5dd243ce65ff8f9cf781d1756,5,"O produto é de excelente qualidade,totalmente apropriado para o produto.Muito bom!!!!",produto excelente qualidade totalmente apropriado produto bom,1
cae3fbc84a3c4c604589f1356599ecea,5,"Eu recomendo é ótimo comprei pela primeira vez e gostei muito,a entrega foi muito rápida 😘😘😂😂",recomendo otimo comprei primeira vez gostei entrega rapida,1
803eef7fdde05c740ee1fa258d7c9ae9,5,Um produto de excelente qualidade. ,produto excelente qualidade,1
00e9867a7ff55be071785a37fe4ff363,5,"Ótimo, não tive problema s com a compra, o stark sempre me informando a situação do produto por emails, dentro do prazo.",otimo nao problema compra stark sempre informando situacao produto emails dentro prazo,1
d191ee4995562295e31d85748f33635e,4,otimo app de compras,otimo app compras,1
5babd5cf184d9638e1c5979933f70cf0,1,Pessima está loja não enttaga o produto,pessima loja nao enttaga produto,0
ba481e748b51a68e213606aac111dd97,4,Entregue corretamente e antes do prazo. Recomendo,entregue corretamente antes prazo recomendo,1
3b67ae9436634750464dbbeaf736ccd2,1,Deram um prazo ate 21/02 e ate agora nada.,deram prazo ate ate agora nada,0
43bb4602cffa114f0b8db3ef27feeeee,5,ótimo produto e ótima loja,otimo produto otima loja,1
08b10333cabfbee56b6814150affd467,5,Mesmo com a greve dos caminhoneiros entregaram dentro do prazo. Comprei no segundo dia de greve. ,greve caminhoneiros entregaram dentro prazo comprei segundo dia greve,1
5e639e03c8bc6beec26400c9a7bcdbfb,4,Entrega de acordo com o produto anunciado e dentro do prazo.,entrega acordo produto anunciado dentro prazo,1
acf54995b4f563124d494ef0668179dc,1,"comprei um produto Kit 3 Magnésio Dimalato 1g 60 Comprimidos e recebi o produto contendo 260mg, isto é 1/4 do que comprei",comprei produto kit magnesio dimalato comprimidos recebi produto contendo mg comprei,0
f117a73a43ff183f1f7e21143de5582e,1,Eu quero meu produto,quero produto,0
6a123556db363d000c0a0890f3b4eba7,5,Recomendo as lojas lannister muito otima a loja ,recomendo lojas lannister otima loja,1
4a3091b8c980f5ac943c81b8c128da1f,1,Comprei 3 fones e só recebi1,comprei fones so recebi,0
e9fcab2295bc5c53d5c42c8f5ce3ad7f,5,"Lojas ótimas e de confiança. Recomendo sim. Compro a anos e é de confiança. Obrigada pelo atendimentos e a atenção. 
",lojas otimas confianca recomendo sim compro anos confianca obrigada atendimentos atencao,1
e7cdcdf6d22689f2da5d4251d3f84a52,1,Já faz mais de 30 dias que o produto foi comprado e ainda não o recebi.,ja faz dias produto comprado ainda nao recebi,0
31dea3f72e482d520cd2f20f7d2a4383,5,"O produto foi entregue em 4 dias, o fornecedor inspira a minha confiança eu o recomendo. ",produto entregue dias fornecedor inspira confianca recomendo,1
c764c16ec5fb6b3fa0ab4c07c9a1a0aa,1,Comprei o Tonner desta loja baseado no anuncio e na foto do produto fabricante Chinamate o que recebi era de outra marca. Se eu estivesse afim de comprar da marca que recebi tinha compr de outro vende,comprei tonner desta loja baseado anuncio foto produto fabricante chinamate recebi outra marca afim comprar marca recebi compr outro vende,0
86b80d753c3fb8a6e0558c1e7a58dced,5,Eu recomendo esse parceiro entrega no prazo e produto muito bom ja estamos usando .Produto de confiança original preço muito bom.,recomendo parceiro entrega prazo produto bom ja usando produto confianca original preco bom,1
b4c48992c6ebbaa44fbbbd261df95bae,1,"A luva veio muito grande e não é igual da foto, pedi tamanho 12oz e parece que veio 14oz
",luva veio grande nao igual foto pedi tamanho oz parece veio oz,0
f9e24b292db472d101af0508ac4c019d,1,Veio faltando uma cadeira ,veio faltando cadeira,0
313ec74d9e29bb019b825665962fd08f,1,"Muito fraquinha essas toalhas...não gostei
nao recomendo....
",fraquinha toalhas nao gostei nao recomendo,0
920213b3e269da4b9a788ba77129c572,5,"Gostei muito, recomendo!",gostei recomendo,1
61c382d33ead4560e772c646f9f6e90d,2,"Veio apenas um produto, porém foi cobrado 2 produtos, já fiz a reclamação e até o momento não obtive resposta.",veio apenas produto porem cobrado produtos ja fiz reclamacao ate momento nao obtive resposta,0
f48e5a79caba6c9eb1069f13c597b5d7,1,Não entregaram e não entraram em contato comigo para dar uma satisfação.,nao entregaram nao entraram contato comigo dar satisfacao,0
5492192b7b1143908bf97f24186c68f1,5,Entrega antes do praço estao de parabéns,entrega antes praco estao parabens,1
a818f01d1c0ffbba7f8c8eccc5c0402f,2,"o produto foi roubado nos correios, mas ate o momento a loja não deu nenhuma posição sobre o caso.",produto roubado correios ate momento loja nao deu nenhuma posicao sobre caso,0
1a7154b5812fe074449cb5ffb03d862d,1,Não recebi a nota fiscal e o toner que recebi está com defeito,nao recebi nota fiscal toner recebi defeito,0
249770b6f26b036234da735dac9b1718,5,"Quero agradecer toda a atenção, o produto chegou uma semana antes do prazo de entrega. Recomendo .muito bom.as bbs ficaram felizes e nos tbm.",quero agradecer toda atencao produto chegou semana antes prazo entrega recomendo bom bbs ficaram felizes tbm,1
b6130b4cd2c21e5029aaaaea26180cbf,1,"Não lê os dvds e cds, quando tentei fazer a troca no site travava no exato momento de finalização da reclamação . Por fim cansei e perdi meu dinheiro. ",nao le dvds cds tentei fazer troca site travava exato momento finalizacao reclamacao fim cansei perdi dinheiro,0
575e56d70efbeaf99e21643640a1e709,5,Estou mt satisfeito cm o produto chegou um dia atrasado ms fora esso saiu td cm eu esperava mt obgd e vou comprar novamente e pr qm quer comprar eu surper recomendo.,mt satisfeito cm produto chegou dia atrasado ms esso saiu td cm esperava mt obgd vou comprar novamente pr qm quer comprar surper recomendo,1
0a1c15f3a0f9bf36616c5040f6bbd160,5,"Entrega antes do prazo, mesinha muito bonita.
",entrega antes prazo mesinha bonita,1
e684a6dd1a6ed7b94982694265b4790c,4,O PRODUTO CHEGOU ANTES DO PRAZO E DE COMO EU ESPERAVA.,produto chegou antes prazo esperava,1
089309332406b2ac838750c5e933181f,2,Boa noite na compra diz wireless 150mbs Multilaser mais 3g não teria que vim o modem 3g que conecta no USB nele.,boa noite compra diz wireless mbs multilaser nao vim modem conecta usb nele,0
a4bad7ec09158071b080d5e809490b10,5,Recebi tudo perfeito super indico.,recebi tudo perfeito super indico,1
9ee567622808717de051387afa21d130,1,Veio quebrado e faltando peça ,veio quebrado faltando peca,0
93611e0327d6a1769d1e68cf3caa242d,2,"Produto comprado foi Moringa em cápsulas, a qual, já fazia uso porém de farmácia de manipulação local. Este que comprei agora não faz efeito algum.",produto comprado moringa capsulas ja fazia uso porem farmacia manipulacao local comprei agora nao faz efeito algum,0
301c40969b1ff2ed7287d0cc15e067f0,1,Parece que foi vendido um produto indisponivel na loja,parece vendido produto indisponivel loja,0
c623910a8931cc4a85b27a0205fb16eb,5,"Ótimo vendedor recebi corretamente recomendo, ótimo produto obrigado.",otimo vendedor recebi corretamente recomendo otimo produto obrigado,1
7fc9322b4aa0f81bbb91030fb2a81d03,5,Produto entregue 1 dia após a emissão da nota fiscal.,produto entregue dia apos emissao nota fiscal,1
e3dab37a147a52e487e4ef08bad784f5,4,Chegou antes do prazo!!,chegou antes prazo,1
b01bc412201932022e6242e076634a62,5,Bom filme ,bom filme,1
adb7234718d7e463b3fca6aee66fd743,4,Só posso avaliar quando receber o produto. Ainda está no prazo de entrega informado. ,so posso avaliar receber produto ainda prazo entrega informado,1
be89b5bb07dee0c0807a8a3c860b6220,5,Bom como sempre!! Grato!,bom sempre grato,1
d904c1477f6d97a85018248ee899a87e,4,"Errei ao não prestar atenção que era Eau de Toillet, mas o cheiro é maravilhoso pra quem ama perfume doce ",errei nao prestar atencao eau toillet cheiro maravilhoso pra ama perfume doce,1
a6b8293e2864c498a4c93eecfe91b622,5,"Entregaram antes do prazo, otimo produto, veio muito bem armazenado super recomendo ",entregaram antes prazo otimo produto veio bem armazenado super recomendo,1
4d3795a5916e825b1aa4130953f839b9,5,Ótimo produto e excelente vendedor...Recomendo-o.,otimo produto excelente vendedor recomendo,1
2f7f5e0aa0c744eef42975968e5edab8,5,Satisfeito com a compra,satisfeito compra,1
8d1f14ee3841f8e908b7a52476d4cfcc,1,"Mandaram outro produto no lugar do que eu comprei. Comprei uma bumbleebe mandaram uma Batgirl, que já temos, minha filha aguardava essa boneca ansiosa, pois estávamos atrás há muito tempo. ",mandaram outro produto lugar comprei comprei bumbleebe mandaram batgirl ja filha aguardava boneca ansiosa pois estavamos atras ha tempo,0
e0197ee49d345590661aa126cf888f65,5,Recebi antes do prazo e o produto veio bem embalado só tenho a agradecer a vcs,recebi antes prazo produto veio bem embalado so agradecer vcs,1
886af5818a814f54abb2d845406b0c3c,1,"A resistência deveria vir uma 110 e outra 220.
Vieram duas 110.
Essa foi a razão de meu desapontamento.
E como corrigir?",resistencia deveria vir outra vieram duas razao desapontamento corrigir,0
ffa9dcc605393c4ed10ff13d843b1200,1,"Já paguei hj a primeira parcela e não recibe o produto, já cancelei a compra.",ja paguei hj primeira parcela nao recibe produto ja cancelei compra,0
aed2d7bc662bdd9bde26000c2c29ef03,1,"Consta no rastreamento dos correios que foi encaminhado para a minha cidade Ribeirão Bonito, mas o recebimento foi na cidade de Sorocaba-sp. Em contato com os correios foi entregue p Juliana.",consta rastreamento correios encaminhado cidade ribeirao bonito recebimento cidade sorocaba sp contato correios entregue juliana,0
630f7695d0f9e0b4f0388c8c619ca3ba,5,"Eu recebi somente os quadros, até o momento. Faltam os lustres, mas ainda está dentro do prazo de entrega.",recebi somente quadros ate momento faltam lustres ainda dentro prazo entrega,1
35e163e3c761ec5e518a06db71e9ac6b,5,Sem questionamento,questionamento,1
39fb85d984b80c101181028ff238cf98,4,nao veio o produto que pedi veio um quite de marmitas 10 peças eu comprei um jogo de panelas,nao veio produto pedi veio quite marmitas pecas comprei jogo panelas,1
7352a0ac71b8e800d974964de2df27c7,1,"Pedido entregue incompleto, não cumpriu prazo de entrega ,devolução sem sucesso até momento",pedido entregue incompleto nao cumpriu prazo entrega devolucao sucesso ate momento,0
